player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
Russell Gage,Main-20-FD-02,5400,WR,ATL,8.1,0,1.62,53,25,3,13.6,1.679012346
Robby Anderson,Main-20-FD-01,5600,WR,CAR,8.1,0,1.62,48,22.5,3,22.5,2.777777778
Chris Conley,Main-20-FD-17,4900,WR,JAC,8,0,0,48,16.3,15.5,12.2,1.525
Michael Pittman Jr.,Main-20-FD-16,5300,WR,IND,8,0,0,43,22,-1,5.3,0.6625
Damiere Byrd,Main-20-FD-12,5400,WR,NE,8,0,0,51,25,1,4.8,0.6
A.J. Green,Main-20-FD-11,5500,WR,CIN,8,0,0,48,23,2,12.1,1.5125
KJ Hamler,Main-20-FD-10,5200,WR,DEN,8,0,0,50.5,23.5,3.5,7,0.875
Zach Pascal,Main-20-FD-08,5200,WR,IND,8,0,0,49,26.3,-3.5,5.9,0.7375
Demarcus Robinson,Main-20-FD-08,5300,WR,KC,8,0,0,49,34.5,-20,14.3,1.7875
Diontae Johnson,Main-19-FD-16,5700,WR,PIT,8,0,0,36.5,19.8,-3,18.1,2.2625
Cole Beasley,Main-19-FD-09,5600,WR,BUF,8,0,0,37,23.8,-10.5,8.3,1.0375
Ted Ginn Jr.,Main-19-FD-08,5300,WR,NO,8,0,0,47.5,30,-12.5,5.2,0.65
Cole Beasley,Main-19-FD-04,5200,WR,BUF,8,0,0,41.5,17.3,7,11,1.375
Kenny Stills,Main-19-FD-04,5400,WR,HOU,8,0,0,47.5,26.5,-5.5,3.4,0.425
Corey Davis,Main-19-FD-04,5200,WR,TEN,8,0,0,46,21.3,3.5,17.6,2.2
DJ Chark Jr.,Main-19-FD-02,5400,WR,JAC,8,0,0,43,17.8,7.5,15,1.875
Marquise Goodwin,Main-19-FD-03,5400,WR,SF,8,0,0,44.5,25.3,-6,5.1,0.6375
Adam Humphries,Main-20-FD-02,4700,WR,TEN,8,0,2,44.5,25.8,-7,13.3,1.6625
Breshad Perriman,Main-20-FD-01,5800,WR,NYJ,8,0,1.6,39.5,16.5,6.5,3.2,0.4
Gabriel Davis,Main-21-FD-01,4900,WR,BUF,7.9,6.2,0,48.5,27.5,-6.5,11,1.392405063
Chad Hansen,Main-20-FD-15,5600,WR,HOU,7.9,0,0,51,21.75,7.5,12.5,1.582278481
Henry Ruggs III,Main-20-FD-14,5400,WR,LV,7.9,0,0,52.5,24.75,3,3.3,0.417721519
Darnell Mooney,Main-20-FD-13,5100,WR,CHI,7.9,0,0,44,23.5,-3,6.3,0.797468354
Henry Ruggs III,Main-20-FD-10,5600,WR,LV,7.9,0,0,50.5,27,-3.5,4.6,0.582278481
Marvin Hall,Main-20-FD-09,4600,WR,DET,7.9,0,0,51.5,24,3.5,4.3,0.544303797
Isaiah McKenzie,Main-19-FD-17,4600,WR,BUF,7.9,0,0,37,18,1,4.7,0.594936709
Sammy Watkins,Main-19-FD-15,5400,WR,KC,7.9,0,0,43,26.5,-10,8.4,1.063291139
Randall Cobb,Main-19-FD-12,6000,WR,DAL,7.9,0,0,44.5,19.5,5.5,10.6,1.341772152
Diontae Johnson,Main-19-FD-12,5600,WR,PIT,7.9,0,0,37.5,21.5,-5.5,4.4,0.556962025
Chester Rogers,Main-19-FD-10,5200,WR,IND,7.9,0,0,44.5,27.8,-11,4.1,0.518987342
Corey Davis,Main-19-FD-06,5100,WR,TEN,7.9,0,0,41,20,1,5.1,0.64556962
Brandin Cooks,Main-20-FD-02,5600,WR,HOU,7.9,0,1.58,49.5,21,7.5,12,1.518987342
N'Keal Harry,Main-20-FD-01,5100,WR,NE,7.9,0,1.58,41.5,24.5,-7.5,4.4,0.556962025
Kendrick Bourne,Main-20-FD-01,5700,WR,SF,7.9,0,1.58,49.5,28,-6.5,4.4,0.556962025
Emmanuel Sanders,Main-21-FD-01,5300,WR,BUF,7.8,6,0,48.5,27.5,-6.5,7.2,0.923076923
Cole Beasley,Main-21-FD-01,5500,WR,BUF,7.8,7,0,48.5,27.5,-6.5,10,1.282051282
Tyron Johnson,Main-20-FD-17,5400,WR,LAC,7.8,0,0,43,25,-7,4.5,0.576923077
Mecole Hardman,Main-20-FD-16,5500,WR,KC,7.8,0,0,54,32.5,-11,5.9,0.756410256
Jamison Crowder,Main-20-FD-15,6400,WR,NYJ,7.8,0,0,44,13.25,17.5,9.6,1.230769231
Jakeem Grant,Main-20-FD-10,4600,WR,MIA,7.8,0,0,48.5,25,-1.5,12.3,1.576923077
Danny Amendola,Main-20-FD-09,5300,WR,DET,7.8,0,0,51.5,24,3.5,11.4,1.461538462
Russell Gage,Main-20-FD-06,5500,WR,ATL,7.8,0,0,53.5,25,3.5,8.5,1.08974359
Sammy Watkins,Main-19-FD-14,5600,WR,KC,7.8,0,0,49.5,23.3,3,7,0.897435897
Corey Davis,Main-19-FD-14,5000,WR,TEN,7.8,0,0,47,25,-3,4.4,0.564102564
Sterling Shepard,Main-19-FD-12,6500,WR,NYG,7.8,0,0,41,17.5,6,6.2,0.794871795
Chris Conley,Main-19-FD-12,5700,WR,JAC,7.8,0,0,42,18.8,4.5,6.9,0.884615385
Ted Ginn Jr.,Main-19-FD-12,5200,WR,NO,7.8,0,0,46,28,-10,4.8,0.615384615
Hunter Renfrow,Main-19-FD-11,5700,WR,OAK,7.8,0,0,48,30.5,-13,9.1,1.166666667
Cole Beasley,Main-19-FD-10,5500,WR,BUF,7.8,0,0,42,19.5,3,9.4,1.205128205
A.J. Brown,Main-19-FD-09,5500,WR,TEN,7.8,0,0,43,19.8,3.5,10.1,1.294871795
Dede Westbrook,Main-19-FD-04,5300,WR,JAC,7.8,0,0,37,17.3,2.5,9.1,1.166666667
Hunter Renfrow,Main-20-FD-03,5100,WR,LV,7.8,0,0,47,20,7,17.4,2.230769231
Laviska Shenault Jr.,Main-20-FD-01,4600,WR,JAC,7.8,0,1.95,44,18.5,7,12.2,1.564102564
Gabriel Davis,Main-20-FD-17,5200,WR,BUF,7.7,0,0,42.5,19.5,3.5,17.7,2.298701299
Darnell Mooney,Main-20-FD-16,5400,WR,CHI,7.7,0,0,47,28.3,-9.5,6.1,0.792207792
Golden Tate,Main-20-FD-14,5100,WR,NYG,7.7,0,0,47,22.25,2.5,4.4,0.571428571
Hunter Renfrow,Main-20-FD-13,5400,WR,LV,7.7,0,0,48,27.75,-7.5,6.7,0.87012987
Sammy Watkins,Main-20-FD-12,5600,WR,KC,7.7,0,0,56,29.8,-3.5,5.8,0.753246753
Zach Pascal,Main-20-FD-11,5300,WR,IND,7.7,0,0,52,26.8,-1.5,6.9,0.896103896
Adam Humphries,Main-20-FD-06,4700,WR,TEN,7.7,0,0,52,28,-4,15.4,2
Damiere Byrd,Main-20-FD-06,5100,WR,NE,7.7,0,0,43.5,25.3,-7,5.3,0.688311688
Diontae Johnson,Main-19-FD-13,5300,WR,PIT,7.7,0,0,40,19.5,1,3.6,0.467532468
Dede Westbrook,Main-19-FD-12,5300,WR,JAC,7.7,0,0,42,18.8,4.5,10.9,1.415584416
Demaryius Thomas,Main-19-FD-12,5200,WR,NYJ,7.7,0,0,45,20.8,3.5,3.2,0.415584416
Darius Slayton,Main-19-FD-12,6300,WR,NYG,7.7,0,0,41,17.5,6,8.7,1.12987013
A.J. Brown,Main-19-FD-12,5300,WR,TEN,7.7,0,0,42,23.3,-4.5,21.5,2.792207792
Demaryius Thomas,Main-19-FD-11,5200,WR,NYJ,7.7,0,0,37.5,18.3,1,6.4,0.831168831
Dede Westbrook,Main-19-FD-05,5300,WR,JAC,7.7,0,0,41,19,3,11.7,1.519480519
Miles Boykin,Main-20-FD-01,4900,WR,BAL,7.7,0,1.92,47,27,-7,5.2,0.675324675
Jalen Reagor,Main-20-FD-01,5200,WR,PHI,7.7,0,1.54,41.5,23.5,-5.5,6,0.779220779
Cole Beasley,Main-20-FD-08,5300,WR,BUF,7.63,0,0,41,22.5,-4,3.4,0.445609436
Chase Claypool,Main-20-FD-17,6000,WR,PIT,7.6,0,0,45,17.3,10.5,18.6,2.447368421
Deonte Harris,Main-20-FD-08,4700,WR,NO,7.6,0,0,41,23,-5,3.2,0.421052632
Jakobi Meyers,Main-20-FD-08,4500,WR,NE,7.6,0,0,41,18.5,4,10.8,1.421052632
Marcus Johnson,Main-20-FD-08,4500,WR,IND,7.6,0,0,49,26.3,-3.5,4.9,0.644736842
Danny Amendola,Main-20-FD-06,4900,WR,DET,7.6,0,0,52.5,27.8,-3,4.1,0.539473684
Jeff Smith,Main-20-FD-05,4900,WR,NYJ,7.6,0,0,48.5,20.8,7,3.8,0.5
John Ross III,Main-19-FD-14,5500,WR,CIN,7.6,0,0,43,18.3,6.5,3.8,0.5
Russell Gage,Main-19-FD-12,5300,WR,ATL,7.6,0,0,51.5,27.5,-3.5,11.6,1.526315789
Adam Humphries,Main-19-FD-10,5300,WR,TEN,7.6,0,0,49,22,5,8.8,1.157894737
Diontae Johnson,Main-19-FD-10,4700,WR,PIT,7.6,0,0,43,19.5,4,8.4,1.105263158
Danny Amendola,Main-19-FD-08,5800,WR,DET,7.6,0,0,49,27.8,-6.5,13.5,1.776315789
Demaryius Thomas,Main-19-FD-08,4800,WR,NYJ,7.6,0,0,39.5,16.3,7,8.8,1.157894737
Mohamed Sanu,Main-19-FD-04,5700,WR,ATL,7.6,0,0,46,24.8,-3.5,13.6,1.789473684
Preston Williams,Main-19-FD-02,4800,WR,MIA,7.6,0,0,48.5,15.3,18,8.3,1.092105263
Chase Claypool,Main-20-FD-03,5000,WR,PIT,7.6,0,0,46.5,25,-3.5,2.9,0.381578947
Damiere Byrd,Main-20-FD-03,4500,WR,NE,7.6,0,0,47,27,-7,4.2,0.552631579
Jalen Reagor,Main-20-FD-02,5100,WR,PHI,7.6,0,1.52,46,24,-2,6.1,0.802631579
Mike Williams,Main-20-FD-01,5900,WR,LAC,7.6,0,1.52,41.5,22,-2.5,8.9,1.171052632
Michael Pittman Jr.,Main-20-FD-17,5300,WR,IND,7.5,0,0,48,31.8,-15.5,4,0.533333333
Zach Pascal,Main-20-FD-16,5100,WR,IND,7.5,0,0,43,22,-1,13.9,1.853333333
Danny Amendola,Main-20-FD-14,5200,WR,DET,7.5,0,0,55.5,24,7.5,9.6,1.28
Mecole Hardman,Main-20-FD-12,5500,WR,KC,7.5,0,0,56,29.8,-3.5,3.8,0.506666667
Hunter Renfrow,Main-20-FD-12,5100,WR,LV,7.5,0,0,53,28.3,-3.5,10.8,1.44
Chris Conley,Main-20-FD-10,4800,WR,JAC,7.5,0,0,47,16.8,13.5,6.3,0.84
Marquez Valdes-Scantling,Main-20-FD-10,5500,WR,GB,7.5,0,0,47,30.3,-13.5,22.9,3.053333333
Demarcus Robinson,Main-20-FD-09,5400,WR,KC,7.5,0,0,51.5,30.8,-10,8.9,1.186666667
Mecole Hardman,Main-20-FD-07,5400,WR,KC,7.5,0,0,46,26.5,-7,8,1.066666667
Zach Pascal,Main-20-FD-04,5000,WR,IND,7.5,0,0,43.5,23.5,-3.5,7.3,0.973333333
Keke Coutee,Main-19-FD-06,4900,WR,HOU,7.5,0,0,54.5,25.5,3.5,5.9,0.786666667
Deebo Samuel,Main-19-FD-06,5400,WR,SF,7.5,0,0,49.5,23.3,3,3.4,0.453333333
A.J. Brown,Main-19-FD-06,5400,WR,TEN,7.5,0,0,41,20,1,3.3,0.44
Miles Boykin,Main-19-FD-06,4600,WR,BAL,7.5,0,0,47,28.8,-10.5,3.8,0.506666667
Cole Beasley,Main-20-FD-03,5300,WR,BUF,7.5,0,0,46.5,24,-1.5,13,1.733333333
Brandon Aiyuk,Main-20-FD-02,4900,WR,SF,7.5,0,1.88,41.5,24.3,-7,3.1,0.413333333
Danny Amendola,Main-20-FD-02,5200,WR,DET,7.5,0,1.5,51,22,7,3.1,0.413333333
Darius Slayton,Main-21-FD-01,5000,WR,NYG,7.4,6.2,0,42.5,19.75,3,8,1.081081081
Parris Campbell,Main-21-FD-01,5000,WR,IND,7.4,7.1,0,49,23,3,2.9,0.391891892
Jakobi Meyers,Main-20-FD-17,5600,WR,NE,7.4,0,0,41,22,-3,15.26,2.062162162
Sammy Watkins,Main-20-FD-15,5600,WR,KC,7.4,0,0,52,27.5,-3,8,1.081081081
Hunter Renfrow,Main-20-FD-14,5300,WR,LV,7.4,0,0,52.5,24.75,3,4.3,0.581081081
Henry Ruggs III,Main-20-FD-12,5500,WR,LV,7.4,0,0,53,28.3,-3.5,6.9,0.932432432
Randall Cobb,Main-20-FD-11,5100,WR,HOU,7.4,0,0,49.5,23.5,2.5,7.7,1.040540541
Marquez Valdes-Scantling,Main-20-FD-11,5800,WR,GB,7.4,0,0,52,25.3,1.5,5,0.675675676
Emmanuel Sanders,Main-20-FD-11,5600,WR,NO,7.4,0,0,49.5,26.5,-3.5,8.6,1.162162162
Michael Gallup,Main-20-FD-11,5400,WR,DAL,7.4,0,0,50,21.5,7,3.9,0.527027027
Willie Snead IV,Main-20-FD-11,5200,WR,BAL,7.4,0,0,50.5,28.3,-6,3.8,0.513513514
Jalen Reagor,Main-20-FD-11,5600,WR,PHI,7.4,0,0,45.5,21.5,2.5,7.2,0.972972973
Albert Wilson,Main-19-FD-17,5600,WR,MIA,7.4,0,0,46,14.3,17.5,9.2,1.243243243
Dede Westbrook,Main-19-FD-17,5300,WR,JAC,7.4,0,0,41.5,18,5.5,18.7,2.527027027
Kelvin Harmon,Main-19-FD-17,5200,WR,WAS,7.4,0,0,47.5,17.3,13,4.8,0.648648649
Albert Wilson,Main-19-FD-16,5400,WR,MIA,7.4,0,0,46,22.3,1.5,12.3,1.662162162
John Ross III,Main-19-FD-16,5200,WR,CIN,7.4,0,0,46,23.8,-1.5,12,1.621621622
Ted Ginn Jr.,Main-19-FD-11,5200,WR,NO,7.4,0,0,50.5,27.8,-5,8.4,1.135135135
DeVante Parker,Main-19-FD-04,5000,WR,MIA,7.4,0,0,43.5,14.3,15,15,2.027027027
Curtis Samuel,Main-20-FD-02,5200,WR,CAR,7.4,0,1.48,47,19.8,7.5,4.9,0.662162162
Quintez Cephus,Main-20-FD-02,4600,WR,DET,7.4,0,1.85,51,22,7,6.9,0.932432432
Golden Tate,Main-20-FD-13,5200,WR,NYG,7.3,0,0,48.5,18.75,11,5,0.684931507
Anthony Miller,Main-20-FD-09,5100,WR,CHI,7.3,0,0,46.5,20,6.5,6.4,0.876712329
Michael Gallup,Main-19-FD-01,5600,WR,DAL,7.3,0,0,44,25.5,-7,19.3,2.643835616
Braxton Berrios,Main-20-FD-03,5100,WR,NYJ,7.3,0,0,44,15.8,12.5,14.4,1.97260274
Parris Campbell,Main-20-FD-01,5100,WR,IND,7.3,0,1.46,44,25.5,-7,11,1.506849315
Nelson Agholor,Main-21-FD-01,5600,WR,NE,7.2,5.4,0,43.5,23,-2.5,15.7,2.180555556
Kendrick Bourne,Main-20-FD-15,4800,WR,SF,7.2,0,0,45,24,-3,16.6,2.305555556
Darnell Mooney,Main-20-FD-15,5300,WR,CHI,7.2,0,0,46,21.25,3.5,14.5,2.013888889
Collin Johnson,Main-20-FD-14,5100,WR,JAC,7.2,0,0,52,22.25,7.5,4.3,0.597222222
Marquez Valdes-Scantling,Main-20-FD-14,5400,WR,GB,7.2,0,0,55.5,31.5,-7.5,17.5,2.430555556
Isaiah Ford,Main-20-FD-05,4600,WR,MIA,7.2,0,0,50.5,21,8.5,3.3,0.458333333
Corey Davis,Main-19-FD-16,5200,WR,TEN,7.2,0,0,49,22.8,3.5,5.5,0.763888889
Allen Lazard,Main-19-FD-14,5600,WR,GB,7.2,0,0,42.5,27.8,-13,2.9,0.402777778
Danny Amendola,Main-19-FD-12,5700,WR,DET,7.2,0,0,39,21.5,-4,3.6,0.5
Hunter Renfrow,Main-19-FD-12,5900,WR,OAK,7.2,0,0,45,24.3,-3.5,4.6,0.638888889
Geronimo Allison,Main-19-FD-02,5100,WR,GB,7.2,0,0,43,23,-3,8.5,1.180555556
Laviska Shenault Jr.,Main-20-FD-15,5200,WR,JAC,7.1,0,0,48,17.5,13,6.9,0.971830986
KJ Hamler,Main-20-FD-14,5000,WR,DEN,7.1,0,0,45,20.5,4,21.6,3.042253521
Anthony Miller,Main-20-FD-13,4900,WR,CHI,7.1,0,0,44,23.5,-3,8.4,1.183098592
Emmanuel Sanders,Main-20-FD-13,5300,WR,NO,7.1,0,0,46,24.25,-2.5,6.4,0.901408451
Hunter Renfrow,Main-20-FD-10,4900,WR,LV,7.1,0,0,50.5,27,-3.5,4,0.563380282
Breshad Perriman,Main-20-FD-06,5000,WR,NYJ,7.1,0,0,46,18,10,8.2,1.154929577
Willie Snead IV,Main-20-FD-04,5200,WR,BAL,7.1,0,0,45,29.8,-14.5,3,0.422535211
Corey Davis,Main-19-FD-15,5000,WR,TEN,7.1,0,0,50,26.5,-3,7.2,1.014084507
Jakobi Meyers,Main-19-FD-14,5100,WR,NE,7.1,0,0,49.5,26.3,-3,4,0.563380282
Corey Davis,Main-19-FD-12,5200,WR,TEN,7.1,0,0,42,23.3,-4.5,3.9,0.549295775
Randall Cobb,Main-19-FD-11,5400,WR,DAL,7.1,0,0,46.5,27,-7.5,19.5,2.746478873
Adam Humphries,Main-19-FD-08,5100,WR,TEN,7.1,0,0,45.5,23.8,-2,3.9,0.549295775
Darius Slayton,Main-19-FD-08,5200,WR,NYG,7.1,0,0,49,21.3,6.5,18,2.535211268
James Washington,Main-19-FD-05,5000,WR,PIT,7.1,0,0,44,20.3,3.5,6.7,0.943661972
Cole Beasley,Main-19-FD-02,5000,WR,BUF,7.1,0,0,44.5,22.8,-1,10.3,1.450704225
Deebo Samuel,Main-19-FD-01,5200,WR,SF,7.1,0,0,51,25,1,3.2,0.450704225
Justin Jefferson,Main-20-FD-03,4900,WR,MIN,7.1,0,0,49.5,23.3,3,27,3.802816901
Danny Amendola,Main-20-FD-15,5300,WR,DET,7,0,0,51.5,20.3,11,3.5,0.5
Russell Gage,Main-20-FD-12,5200,WR,ATL,7,0,0,53,24.8,3.5,4.9,0.7
Randall Cobb,Main-20-FD-10,5100,WR,HOU,7,0,0,46,20.8,4.5,5.6,0.8
Preston Williams,Main-20-FD-05,5100,WR,MIA,7,0,0,50.5,21,8.5,18.6,2.657142857
Allen Hurns,Main-19-FD-14,5100,WR,MIA,7,0,0,47,21,5,9.3,1.328571429
Russell Gage,Main-19-FD-11,5300,WR,ATL,7,0,0,49,22.8,3.5,4.2,0.6
Chris Conley,Main-19-FD-05,4900,WR,JAC,7,0,0,41,19,3,3.1,0.442857143
Rashard Higgins,Main-19-FD-01,4500,WR,CLE,7,0,0,44,24.8,-5.5,5.6,0.8
DK Metcalf,Main-19-FD-01,5500,WR,SEA,7,0,0,44,26.8,-9.5,10.9,1.557142857
Kendrick Bourne,Main-20-FD-02,5500,WR,SF,7,0,1.4,41.5,24.3,-7,8.7,1.242857143
Damiere Byrd,Main-20-FD-15,5400,WR,NE,6.9,0,0,41.5,20,1.5,3.9,0.565217391
Darnell Mooney,Main-20-FD-14,5100,WR,CHI,6.9,0,0,46,22.5,1,9.7,1.405797101
Jalen Reagor,Main-20-FD-14,5500,WR,PHI,6.9,0,0,42.5,17.25,8,7.5,1.086956522
Laviska Shenault Jr.,Main-20-FD-13,5200,WR,JAC,6.9,0,0,51,20.25,10.5,14.3,2.072463768
A.J. Green,Main-20-FD-06,5200,WR,CIN,6.9,0,0,46,19.3,7.5,13.6,1.971014493
Corey Davis,Main-19-FD-17,5200,WR,TEN,6.9,0,0,43,26.5,-10,6.4,0.927536232
Brandin Cooks,Main-19-FD-15,6300,WR,LAR,6.9,0,0,48.5,24.8,-1,6.6,0.956521739
Cole Beasley,Main-19-FD-12,5300,WR,BUF,6.9,0,0,37,20.3,-3.5,16.6,2.405797101
Preston Williams,Main-19-FD-07,5100,WR,MIA,6.9,0,0,42.5,12.8,17,9.2,1.333333333
Ted Ginn Jr.,Main-19-FD-07,5300,WR,NO,6.9,0,0,37,16.5,4,5.8,0.84057971
Parris Campbell,Main-19-FD-04,5600,WR,IND,6.9,0,0,46,25.8,-5.5,3,0.434782609
Justin Watson,Main-20-FD-02,4500,WR,TB,6.9,0,1.72,47,27.3,-7.5,5.8,0.84057971
Cole Beasley,Main-20-FD-02,5400,WR,BUF,6.9,0,1.38,42.5,24,-5.5,9.5,1.376811594
James Washington,Main-20-FD-02,4900,WR,PIT,6.9,0,1.72,41,23.5,-6,3.7,0.536231884
Miles Boykin,Main-20-FD-02,4700,WR,BAL,6.9,0,1.72,49.5,28.5,-7.5,5.8,0.84057971
Olabisi Johnson,Main-20-FD-01,4900,WR,MIN,6.9,0,1.72,44,22.5,-1,7.1,1.028985507
Danny Amendola,Main-20-FD-01,5100,WR,DET,6.9,0,1.38,42.5,22.5,-2.5,10.6,1.536231884
Jakobi Meyers,Main-20-FD-15,5600,WR,NE,6.8,0,0,41.5,20,1.5,12.6,1.852941176
Danny Amendola,Main-20-FD-13,5000,WR,DET,6.8,0,0,44,20.5,3,7.7,1.132352941
Hunter Renfrow,Main-20-FD-08,5100,WR,LV,6.8,0,0,48,23.5,1,10.6,1.558823529
Deonte Harris,Main-20-FD-07,4600,WR,NO,6.8,0,0,49.5,28.3,-7,12.6,1.852941176
Marcus Johnson,Main-20-FD-06,4500,WR,IND,6.8,0,0,46,26.8,-7.5,13.3,1.955882353
Zach Pascal,Main-20-FD-06,5100,WR,IND,6.8,0,0,46,26.8,-7.5,13.4,1.970588235
Danny Amendola,Main-20-FD-04,5100,WR,DET,6.8,0,0,51.5,24.3,3,6.7,0.985294118
Hunter Renfrow,Main-19-FD-17,6000,WR,OAK,6.8,0,0,41.5,18,5.5,19.2,2.823529412
Kelvin Harmon,Main-19-FD-14,4800,WR,WAS,6.8,0,0,42.5,14.8,13,3.5,0.514705882
Allen Hurns,Main-19-FD-13,5100,WR,MIA,6.8,0,0,45,17.3,10.5,4.8,0.705882353
Russell Gage,Main-19-FD-10,4700,WR,ATL,6.8,0,0,51.5,18.8,14,4.3,0.632352941
Olabisi Johnson,Main-20-FD-02,4900,WR,MIN,6.8,0,1.7,49,22.8,3.5,2.9,0.426470588
Larry Fitzgerald,Main-20-FD-01,5300,WR,ARI,6.8,0,1.36,49.5,21.5,6.5,5.4,0.794117647
Jalen Reagor,Main-21-FD-01,5400,WR,PHI,6.7,6.4,0,48,22.25,3.5,13.9,2.074626866
Greg Ward,Main-20-FD-14,5000,WR,PHI,6.7,0,0,42.5,17.25,8,3,0.447761194
Keelan Cole,Main-20-FD-10,5100,WR,JAC,6.7,0,0,47,16.8,13.5,13.2,1.970149254
Hunter Renfrow,Main-20-FD-09,5100,WR,LV,6.7,0,0,52.5,26.8,-1,7,1.044776119
Damiere Byrd,Main-20-FD-08,4900,WR,NE,6.7,0,0,41,18.5,4,5.4,0.805970149
Olabisi Johnson,Main-19-FD-17,5200,WR,MIN,6.7,0,0,36.5,15.8,5,4.9,0.731343284
Russell Gage,Main-19-FD-15,5400,WR,ATL,6.7,0,0,50,19.8,10.5,5.8,0.865671642
Allen Hurns,Main-19-FD-12,5100,WR,MIA,6.7,0,0,45.5,17.3,11,12.2,1.820895522
Kendrick Bourne,Main-19-FD-11,4800,WR,SF,6.7,0,0,44,27,-10,11.1,1.656716418
Chris Conley,Main-19-FD-11,5500,WR,JAC,6.7,0,0,41.5,19.5,2.5,8.8,1.313432836
Danny Amendola,Main-19-FD-10,5600,WR,DET,6.7,0,0,38,15.5,7,4.9,0.731343284
Taylor Gabriel,Main-19-FD-10,5200,WR,CHI,6.7,0,0,38,22.5,-7,11.8,1.76119403
DeVante Parker,Main-19-FD-07,5400,WR,MIA,6.7,0,0,42.5,12.8,17,14,2.089552239
Dontrelle Inman,Main-19-FD-02,4500,WR,LAC,6.7,0,0,47,24,-1,3.3,0.492537313
Mohamed Sanu,Main-19-FD-01,5300,WR,ATL,6.7,0,0,47,21.8,3.5,8.2,1.223880597
Larry Fitzgerald,Main-20-FD-02,5200,WR,ARI,6.7,0,1.34,46.5,27,-7.5,8.5,1.268656716
Cole Beasley,Main-20-FD-01,5400,WR,BUF,6.7,0,1.34,39.5,23,-6.5,7.8,1.164179104
Emmanuel Sanders,Main-20-FD-14,5300,WR,NO,6.6,0,0,42.5,25.25,-8,12.3,1.863636364
Dontrelle Inman,Main-20-FD-04,5000,WR,WAS,6.6,0,0,45,15.3,14.5,4.9,0.742424242
Demaryius Thomas,Main-19-FD-13,5200,WR,NYJ,6.6,0,0,43,22.8,-2.5,3.8,0.575757576
Chester Rogers,Main-19-FD-11,5200,WR,IND,6.6,0,0,41.5,22,-2.5,3.4,0.515151515
KeeSean Johnson,Main-19-FD-04,4600,WR,ARI,6.6,0,0,49,21.8,5.5,2.9,0.439393939
Marquise Goodwin,Main-19-FD-02,5200,WR,SF,6.6,0,0,46,22.5,1,15.2,2.303030303
DJ Chark Jr.,Main-19-FD-01,4900,WR,JAC,6.6,0,0,49,22.8,3.5,22.6,3.424242424
Cole Beasley,Main-19-FD-03,5100,WR,BUF,6.6,0,0,43.5,24.5,-5.5,10.8,1.636363636
Russell Gage,Main-20-FD-01,4800,WR,ATL,6.6,0,1.65,49.5,25.3,-1,15.9,2.409090909
Jalen Reagor,Main-20-FD-15,5500,WR,PHI,6.5,0,0,48.5,21,6.5,6.4,0.984615385
KJ Hamler,Main-20-FD-09,4800,WR,DEN,6.5,0,0,50,22.8,4.5,12,1.846153846
Denzel Mims,Main-20-FD-07,4500,WR,NYJ,6.5,0,0,47,18.8,9.5,6.2,0.953846154
Dontrelle Inman,Main-20-FD-06,4900,WR,WAS,6.5,0,0,42.5,20.3,2,7,1.076923077
N'Keal Harry,Main-19-FD-17,5400,WR,NE,6.5,0,0,46,31.8,-17.5,5.3,0.815384615
Kelvin Harmon,Main-19-FD-15,4800,WR,WAS,6.5,0,0,38,15.5,7,3.2,0.492307692
Kendrick Bourne,Main-19-FD-14,4900,WR,SF,6.5,0,0,45,22,1,15.3,2.353846154
Marcus Johnson,Main-19-FD-14,5200,WR,IND,6.5,0,0,46.5,21.8,3,18,2.769230769
Demaryius Thomas,Main-19-FD-10,4700,WR,NYJ,6.5,0,0,43,20,3,11.4,1.753846154
A.J. Brown,Main-19-FD-04,4700,WR,TEN,6.5,0,0,46,21.3,3.5,22.9,3.523076923
Trey Quinn,Main-19-FD-02,5100,WR,WAS,6.5,0,0,46.5,20.3,6,5.6,0.861538462
Cole Beasley,Main-19-FD-01,4800,WR,BUF,6.5,0,0,41,19.3,2.5,6.5,1
KJ Hamler,Main-21-FD-01,5100,WR,DEN,6.4,6.4,0,42.5,22.75,-3,5.6,0.875
Greg Ward,Main-20-FD-16,5500,WR,PHI,6.4,0,0,50,26.5,-3,3.7,0.578125
Jakeem Grant,Main-20-FD-09,4600,WR,MIA,6.4,0,0,49,21.8,5.5,5.5,0.859375
Josh Reynolds,Main-20-FD-08,5000,WR,LAR,6.4,0,0,46.5,25,-3.5,6.4,1
David Moore,Main-20-FD-07,4900,WR,SEA,6.4,0,0,55.5,29.5,-3.5,7.3,1.140625
Trevor Davis,Main-19-FD-07,4900,WR,OAK,6.4,0,0,48,21.3,5.5,3.6,0.5625
Damiere Byrd,Main-19-FD-06,4700,WR,ARI,6.4,0,0,52.5,24.8,3,7,1.09375
Nelson Agholor,Main-19-FD-06,5100,WR,PHI,6.4,0,0,44,20.3,3.5,6.2,0.96875
Randall Cobb,Main-19-FD-02,5500,WR,DAL,6.4,0,0,46.5,26.3,-6,6,0.9375
Cody Latimer,Main-19-FD-02,5500,WR,NYG,6.4,0,0,44.5,21.8,1,4.5,0.703125
Mack Hollins,Main-19-FD-03,4500,WR,PHI,6.4,0,0,45,24.5,-4,8.2,1.28125
DeVante Parker,Main-19-FD-03,4800,WR,MIA,6.4,0,0,46.5,12.3,22,7.1,1.109375
