,starting_position,finishing_position,laps_led,times_led,laps_completed,finishing_status,disqualified,race_name,name,team,series
1706,33,26,0,0,139,Running,FALSE,Explore the Pocono Mountains 350,Ross Chastain,Trackhouse Racing Team,1
1707,20,7,18,1,140,Running,FALSE,Explore the Pocono Mountains 350,Alex Bowman,Hendrick Motorsports,1
1708,34,35,0,0,132,Running,FALSE,Explore the Pocono Mountains 350,Josh Bilicki,Spire Motorsports,1
1709,30,29,0,0,138,Running,FALSE,Explore the Pocono Mountains 350,BJ McLeod,Live Fast Motorsports,1
1710,23,8,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Ryan Preece,JTG Daugherty Racing,1
1711,24,21,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Chase Briscoe,Stewart-Haas Racing,1
1712,37,22,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Ryan Newman,Roush Fenway Racing,1
1713,15,20,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Kurt Busch,23XI Racing,1
1714,9,27,0,0,139,Running,FALSE,Explore the Pocono Mountains 350,Chase Elliott,Hendrick Motorsports,1
1715,5,16,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Aric Almirola,Stewart-Haas Racing,1
1716,14,10,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Joey Logano,Team Penske,1
1717,17,14,1,1,140,Running,FALSE,Explore the Pocono Mountains 350,Denny Hamlin,Joe Gibbs Racing,1
1718,10,9,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Tyler Reddick,Richard Childress Racing,1
1719,1,19,6,1,140,Running,FALSE,Explore the Pocono Mountains 350,Chris Buescher,RFK Racing,1
1720,36,23,0,0,139,Running,FALSE,Explore the Pocono Mountains 350,Corey LaJoie,Spire Motorsports,1
1721,38,24,0,0,139,Running,FALSE,Explore the Pocono Mountains 350,Cole Custer,Stewart-Haas Racing,1
1722,8,15,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Daniel Suarez,Trackhouse Racing Team,1
1723,31,33,0,0,135,Running,FALSE,Explore the Pocono Mountains 350,Quin Houff,Starcom Racing,1
1724,2,17,7,1,140,Running,FALSE,Explore the Pocono Mountains 350,Michael McDowell,Front Row Motorsports,1
1725,32,18,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Matt DiBenedetto,Rackley W.A.R.,1
1726,3,11,19,1,140,Running,FALSE,Explore the Pocono Mountains 350,Martin Truex Jr.,Joe Gibbs Racing,1
1727,6,38,0,0,111,Engine,FALSE,Explore the Pocono Mountains 350,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
1728,22,31,0,0,136,Running,FALSE,Explore the Pocono Mountains 350,Erik Jones,Petty GMS Motorsports,1
1729,18,12,22,2,140,Running,FALSE,Explore the Pocono Mountains 350,William Byron,Hendrick Motorsports,1
1730,27,25,0,0,139,Running,FALSE,Explore the Pocono Mountains 350,Justin Allgaier,JR Motorsports,1
1731,19,1,30,2,140,Running,FALSE,Explore the Pocono Mountains 350,Kyle Busch,Joe Gibbs Racing,1
1732,21,13,0,0,140,Running,FALSE,Explore the Pocono Mountains 350,Austin Dillon,Richard Childress Racing,1
1733,29,36,0,0,122,Engine,FALSE,Explore the Pocono Mountains 350,Garrett Smithley,Rick Ware Racing,1
1734,11,3,31,2,140,Running,FALSE,Explore the Pocono Mountains 350,Brad Keselowski,RFK Racing,1
1735,4,3,0,0,150,Running,FALSE,Lucas Oil 150,Ben Rhodes,ThorSport Racing,3
1736,10,17,0,0,150,Running,FALSE,Lucas Oil 150,Hailie Deegan,David Gilliland Racing,3
1737,9,6,0,0,150,Running,FALSE,Lucas Oil 150,Christian Eckes,,3
1738,15,20,0,0,150,Running,FALSE,Lucas Oil 150,Jack Wood,GMS Racing,3
1739,0,0,0,0,0,,FALSE,Lucas Oil 150,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1740,36,31,0,0,146,Running,FALSE,Lucas Oil 150,Spencer Boyd,Young's Motorsports,3
1741,23,18,0,0,150,Running,FALSE,Lucas Oil 150,Drew Dollar,,3
1742,11,10,0,0,150,Running,FALSE,Lucas Oil 150,Austin Hill,Richard Childress Racing,3
1743,6,9,0,0,150,Running,FALSE,Lucas Oil 150,Carson Hocevar,Niece Motorsports,3
1744,22,35,0,0,80,Rear Gear,FALSE,Lucas Oil 150,Tanner Gray,David Gilliland Racing,3
1745,31,27,0,0,147,Running,FALSE,Lucas Oil 150,Chris Hacker,,3
1746,0,0,0,0,0,,FALSE,Lucas Oil 150,Norm Benning,Norm Benning Racing,3
1747,16,7,0,0,150,Running,FALSE,Lucas Oil 150,John Hunter Nemechek,Kyle Busch Motorsports,3
1748,7,2,5,1,150,Running,FALSE,Lucas Oil 150,Stewart Friesen,Halmar Friesen Racing,3
1749,26,29,0,0,146,Running,FALSE,Lucas Oil 150,Taylor Gray,,3
1750,33,36,0,0,11,Accident,FALSE,Lucas Oil 150,Lawless Alan,Niece Motorsports,3
1751,29,23,0,0,149,Running,FALSE,Lucas Oil 150,Jordan Anderson,Jordan Anderson Racing,3
1752,13,5,0,0,150,Running,FALSE,Lucas Oil 150,Zane Smith,Front Row Motorsports,3
1753,0,0,0,0,0,,FALSE,Lucas Oil 150,Dawson Cram,,3
1754,24,26,0,0,147,Running,FALSE,Lucas Oil 150,Austin Wayne Self,AM Racing,3
1755,21,34,0,0,98,Electrical,FALSE,Lucas Oil 150,Tate Fogleman,On Point Motorsports,3
1756,2,4,106,6,150,Running,FALSE,Lucas Oil 150,Sheldon Creed,Richard Childress Racing,3
1757,5,12,0,0,150,Running,FALSE,Lucas Oil 150,Matt Crafton,ThorSport Racing,3
1758,18,19,0,0,150,Running,FALSE,Lucas Oil 150,Ryan Truex,Niece Motorsports,3
1759,30,22,0,0,149,Running,FALSE,Lucas Oil 150,Will Rodgers,,3
1760,34,33,0,0,106,Alternator,FALSE,Lucas Oil 150,Tyler Hill,,3
1761,8,15,0,0,150,Running,FALSE,Lucas Oil 150,Derek Kraus,McAnally-Hilgemann Racing,3
1762,1,1,39,5,150,Running,FALSE,Lucas Oil 150,Chandler Smith,Kyle Busch Motorsports,3
1763,3,8,0,0,150,Running,FALSE,Lucas Oil 150,Todd Gilliland,Front Row Motorsports,3
1764,12,16,0,0,150,Running,FALSE,Lucas Oil 150,Chase Purdy,Hattori Racing Enterprises,3
1765,20,32,0,0,143,Running,FALSE,Lucas Oil 150,Kris Wright,Niece Motorsports,3
1766,17,11,0,0,150,Running,FALSE,Lucas Oil 150,Johnny Sauter,ThorSport Racing,3
1767,35,30,0,0,146,Running,FALSE,Lucas Oil 150,Cory Roper,Roper Racing,3
1768,25,21,0,0,149,Running,FALSE,Lucas Oil 150,Dean Thompson,Niece Motorsports,3
1769,32,24,0,0,149,Running,FALSE,Lucas Oil 150,Willie Allen,,3
1770,27,13,0,0,150,Running,FALSE,Lucas Oil 150,Grant Enfinger,GMS Racing,3
1771,14,14,0,0,150,Running,FALSE,Lucas Oil 150,Tyler Ankrum,Hattori Racing Enterprises,3
1772,28,28,0,0,147,Running,FALSE,Lucas Oil 150,Danny Bohn,,3
1773,19,25,0,0,149,Running,FALSE,Lucas Oil 150,Ty Dillon,Petty GMS Motorsports,3
1774,16,9,0,0,200,Running,FALSE,DAYTONA 500,Corey LaJoie,Spire Motorsports,1
1775,26,25,0,0,193,Running,FALSE,DAYTONA 500,Martin Truex Jr.,Joe Gibbs Racing,1
1776,14,30,0,0,14,Accident,FALSE,DAYTONA 500,Ryan Blaney,Team Penske,1
1777,11,6,0,0,200,Running,FALSE,DAYTONA 500,Ryan Preece,JTG Daugherty Racing,1
1778,17,1,1,1,200,Running,FALSE,DAYTONA 500,Michael McDowell,Front Row Motorsports,1
1779,4,3,7,3,200,Running,FALSE,DAYTONA 500,Austin Dillon,Richard Childress Racing,1
1780,3,34,0,0,13,Accident,FALSE,DAYTONA 500,Aric Almirola,Stewart-Haas Racing,1
1781,35,21,0,0,196,Running,FALSE,DAYTONA 500,Cody Ware,,1
1782,38,23,0,0,195,Running,FALSE,DAYTONA 500,BJ McLeod,Live Fast Motorsports,1
1783,8,4,17,2,200,Running,FALSE,DAYTONA 500,Kevin Harvick,Stewart-Haas Racing,1
1784,19,8,0,0,200,Running,FALSE,DAYTONA 500,Jamie McMurray,,1
1785,13,10,1,1,200,Running,FALSE,DAYTONA 500,Kyle Larson,Hendrick Motorsports,1
1786,29,27,0,0,188,Running,FALSE,DAYTONA 500,Tyler Reddick,Richard Childress Racing,1
1787,24,13,0,0,199,Accident,FALSE,DAYTONA 500,Brad Keselowski,RFK Racing,1
1788,36,32,0,0,14,DVP,FALSE,DAYTONA 500,Anthony Alfredo,Our Motorsports,1
1789,31,39,0,0,13,Accident,FALSE,DAYTONA 500,Erik Jones,Petty GMS Motorsports,1
1790,2,26,0,0,191,Running,FALSE,DAYTONA 500,William Byron,Hendrick Motorsports,1
1791,9,12,26,2,199,Accident,FALSE,DAYTONA 500,Joey Logano,Team Penske,1
1792,15,36,0,0,13,Accident,FALSE,DAYTONA 500,Daniel Suarez,Trackhouse Racing Team,1
1793,20,22,0,0,195,Running,FALSE,DAYTONA 500,Kurt Busch,23XI Racing,1
1794,12,2,3,2,200,Running,FALSE,DAYTONA 500,Chase Elliott,Hendrick Motorsports,1
1795,34,7,0,0,200,Running,FALSE,DAYTONA 500,Ross Chastain,Trackhouse Racing Team,1
1796,30,19,0,0,197,Running,FALSE,DAYTONA 500,Chase Briscoe,Stewart-Haas Racing,1
1797,27,11,1,1,200,Running,FALSE,DAYTONA 500,Cole Custer,Stewart-Haas Racing,1
1798,6,17,1,1,198,Accident,FALSE,DAYTONA 500,Bubba Wallace,23XI Racing,1
1799,1,35,1,1,13,Accident,FALSE,DAYTONA 500,Alex Bowman,Hendrick Motorsports,1
1800,5,16,32,1,199,Running,FALSE,DAYTONA 500,Christopher Bell,Joe Gibbs Racing,1
1801,21,18,0,0,198,Running,FALSE,DAYTONA 500,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
1802,7,38,0,0,13,Accident,FALSE,DAYTONA 500,Ryan Newman,Roush Fenway Racing,1
1803,39,15,2,1,199,Accident,FALSE,DAYTONA 500,Austin Cindric,Team Penske,1
1804,33,29,0,0,37,Accident,FALSE,DAYTONA 500,Quin Houff,Starcom Racing,1
1805,23,33,0,0,14,DVP,FALSE,DAYTONA 500,Matt DiBenedetto,Rackley W.A.R.,1
1806,10,14,0,0,199,Accident,FALSE,DAYTONA 500,Kyle Busch,Joe Gibbs Racing,1
1807,37,24,0,0,194,Running,FALSE,DAYTONA 500,Josh Bilicki,Spire Motorsports,1
1808,25,5,98,6,200,Running,FALSE,DAYTONA 500,Denny Hamlin,Joe Gibbs Racing,1
1809,32,40,0,0,3,Accident,FALSE,DAYTONA 500,Derrike Cope,,1
1810,28,20,0,0,196,Running,FALSE,DAYTONA 500,Joey Gase,,1
1811,22,31,0,0,14,DVP,FALSE,DAYTONA 500,Chris Buescher,RFK Racing,1
1812,40,28,10,1,115,DVP,FALSE,DAYTONA 500,Kaz Grala,Richard Childress Racing,1
1813,0,0,0,0,0,,FALSE,DAYTONA 500,Garrett Smithley,Rick Ware Racing,1
1814,0,0,0,0,0,,FALSE,DAYTONA 500,Noah Gragson,JR Motorsports,1
1815,18,37,0,0,13,Accident,FALSE,DAYTONA 500,David Ragan,,1
1816,0,0,0,0,0,,FALSE,DAYTONA 500,Ty Dillon,Petty GMS Motorsports,1
1817,0,0,0,0,0,,FALSE,DAYTONA 500,Timmy Hill,,1
1818,2,6,10,2,293,Running,FALSE,Goodyear 400,Kevin Harvick,Stewart-Haas Racing,1
1819,10,12,2,2,292,Running,FALSE,Goodyear 400,Tyler Reddick,Richard Childress Racing,1
1820,18,15,10,1,291,Running,FALSE,Goodyear 400,Ross Chastain,Trackhouse Racing Team,1
1821,25,26,0,0,289,Running,FALSE,Goodyear 400,Anthony Alfredo,Our Motorsports,1
1822,29,25,0,0,290,Running,FALSE,Goodyear 400,Ryan Preece,JTG Daugherty Racing,1
1823,4,1,248,7,293,Running,FALSE,Goodyear 400,Martin Truex Jr.,Joe Gibbs Racing,1
1824,21,14,3,1,292,Running,FALSE,Goodyear 400,Christopher Bell,Joe Gibbs Racing,1
1825,1,24,4,1,290,Running,FALSE,Goodyear 400,Brad Keselowski,RFK Racing,1
1826,28,20,0,0,290,Running,FALSE,Goodyear 400,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
1827,31,28,0,0,288,Running,FALSE,Goodyear 400,Justin Haley,Kaulig Racing,1
1828,7,5,5,2,293,Running,FALSE,Goodyear 400,Denny Hamlin,Joe Gibbs Racing,1
1829,24,36,0,0,97,Accident,FALSE,Goodyear 400,Cole Custer,Stewart-Haas Racing,1
1830,34,29,0,0,286,Running,FALSE,Goodyear 400,J.J. Yeley,Rick Ware Racing,1
1831,3,3,9,2,293,Running,FALSE,Goodyear 400,Kyle Busch,Joe Gibbs Racing,1
1832,36,31,0,0,286,Running,FALSE,Goodyear 400,James Davison,,1
1833,22,11,0,0,292,Running,FALSE,Goodyear 400,Chase Briscoe,Stewart-Haas Racing,1
1834,6,7,0,0,293,Running,FALSE,Goodyear 400,Chase Elliott,Hendrick Motorsports,1
1835,37,33,0,0,245,Running,FALSE,Goodyear 400,Josh Bilicki,Spire Motorsports,1
1836,17,35,0,0,106,Accident,FALSE,Goodyear 400,Kurt Busch,23XI Racing,1
1837,30,22,0,0,290,Running,FALSE,Goodyear 400,Corey LaJoie,Spire Motorsports,1
1838,14,2,0,0,293,Running,FALSE,Goodyear 400,Kyle Larson,Hendrick Motorsports,1
1839,15,23,0,0,290,Running,FALSE,Goodyear 400,Daniel Suarez,Trackhouse Racing Team,1
1840,35,30,0,0,286,Running,FALSE,Goodyear 400,Quin Houff,Starcom Racing,1
1841,19,17,0,0,291,Running,FALSE,Goodyear 400,Alex Bowman,Hendrick Motorsports,1
1842,27,37,0,0,5,Accident,FALSE,Goodyear 400,Aric Almirola,Stewart-Haas Racing,1
1843,32,32,0,0,285,Running,FALSE,Goodyear 400,BJ McLeod,Live Fast Motorsports,1
1844,8,19,0,0,290,Running,FALSE,Goodyear 400,Matt DiBenedetto,Rackley W.A.R.,1
1845,9,16,0,0,291,Running,FALSE,Goodyear 400,Austin Dillon,Richard Childress Racing,1
1846,13,27,0,0,288,Running,FALSE,Goodyear 400,Michael McDowell,Front Row Motorsports,1
1847,12,13,0,0,292,Running,FALSE,Goodyear 400,Joey Logano,Team Penske,1
1848,26,18,0,0,291,Running,FALSE,Goodyear 400,Erik Jones,Petty GMS Motorsports,1
1849,23,21,0,0,290,Running,FALSE,Goodyear 400,Bubba Wallace,23XI Racing,1
1850,16,8,0,0,293,Running,FALSE,Goodyear 400,Ryan Blaney,Team Penske,1
1851,33,34,1,1,188,Driveshaft,FALSE,Goodyear 400,Cody Ware,,1
1852,11,9,1,1,293,Running,FALSE,Goodyear 400,Chris Buescher,RFK Racing,1
1853,5,4,0,0,293,Running,FALSE,Goodyear 400,William Byron,Hendrick Motorsports,1
1854,20,10,0,0,292,Running,FALSE,Goodyear 400,Ryan Newman,Roush Fenway Racing,1
1855,26,18,0,0,199,Running,FALSE,Alsco Uniforms 300,Joe Graf Jr.,SS Green Light Racing,2
1856,13,6,0,0,200,Running,FALSE,Alsco Uniforms 300,Michael Annett,JR Motorsports,2
1857,40,12,0,0,200,Running,FALSE,Alsco Uniforms 300,Tyler Reddick,Richard Childress Racing,2
1858,27,30,0,0,196,Running,FALSE,Alsco Uniforms 300,Jade Buford,Big Machine Racing,2
1859,20,31,2,1,195,Running,FALSE,Alsco Uniforms 300,Ty Dillon,Petty GMS Motorsports,2
1860,2,4,43,2,200,Running,FALSE,Alsco Uniforms 300,Austin Cindric,Team Penske,2
1861,37,14,4,4,200,Running,FALSE,Alsco Uniforms 300,Justin Allgaier,JR Motorsports,2
1862,29,28,0,0,198,Running,FALSE,Alsco Uniforms 300,Chad Finchum,,2
1863,10,1,44,3,200,Running,FALSE,Alsco Uniforms 300,AJ Allmendinger,Kaulig Racing,2
1864,12,40,0,0,56,Accident,FALSE,Alsco Uniforms 300,Riley Herbst,Stewart-Haas Racing,2
1865,30,19,0,0,199,Running,FALSE,Alsco Uniforms 300,Jeffrey Earnhardt,JD Motorsports,2
1866,22,9,0,0,200,Running,FALSE,Alsco Uniforms 300,Harrison Burton,Wood Brothers Racing,2
1867,33,36,0,0,137,Fuel Line,FALSE,Alsco Uniforms 300,Stefan Parsons,BJ McLeod Motorsports,2
1868,36,27,0,0,198,Running,FALSE,Alsco Uniforms 300,Gray Gaulding,Means Motorsports,2
1869,4,3,28,4,200,Running,FALSE,Alsco Uniforms 300,Brandon Jones,Joe Gibbs Racing,2
1870,14,21,0,0,199,Running,FALSE,Alsco Uniforms 300,Landon Cassill,Kaulig Racing,2
1871,38,20,0,0,199,Running,FALSE,Alsco Uniforms 300,Colby Howard,McAnally-Hilgemann Racing ,2
1872,15,24,0,0,199,Running,FALSE,Alsco Uniforms 300,Garrett Smithley,Rick Ware Racing,2
1873,9,7,0,0,200,Running,FALSE,Alsco Uniforms 300,Josh Berry,JR Motorsports,2
1874,23,13,0,0,200,Running,FALSE,Alsco Uniforms 300,Santino Ferrucci,,2
1875,8,17,0,0,199,Running,FALSE,Alsco Uniforms 300,Jeremy Clements,Jeremy Clements Racing,2
1876,6,8,5,1,200,Running,FALSE,Alsco Uniforms 300,Justin Haley,Kaulig Racing,2
1877,34,5,0,0,200,Running,FALSE,Alsco Uniforms 300,Noah Gragson,JR Motorsports,2
1878,24,16,0,0,200,Running,FALSE,Alsco Uniforms 300,Josh Williams,B.J. McLeod Motorsports,2
1879,7,34,0,0,181,Accident,FALSE,Alsco Uniforms 300,Brett Moffitt,Our Motorsports,2
1880,1,32,0,1,191,Running,FALSE,Alsco Uniforms 300,Myatt Snider,Jordan Anderson Racing,2
1881,28,29,0,0,198,Running,FALSE,Alsco Uniforms 300,David Starr,JD Motorsports,2
1882,19,33,0,0,184,Running,FALSE,Alsco Uniforms 300,Kyle Weatherman,,2
1883,0,0,0,0,0,,FALSE,Alsco Uniforms 300,Jordan Anderson,Jordan Anderson Racing,2
1884,39,22,0,0,199,Running,FALSE,Alsco Uniforms 300,Bayley Currey,JD Motorsports,2
1885,21,15,0,0,200,Running,FALSE,Alsco Uniforms 300,Tommy Joe Martins,Alpha Prime Racing,2
1886,32,26,0,0,198,Running,FALSE,Alsco Uniforms 300,Jesse Little,Young's Motorsports,2
1887,35,23,0,0,199,Running,FALSE,Alsco Uniforms 300,Ryan Vargas,JD Motorsports,2
1888,17,35,0,0,181,Accident,FALSE,Alsco Uniforms 300,Alex Labbe,DGM Racing,2
1889,16,25,0,0,198,Running,FALSE,Alsco Uniforms 300,Dexter Bean,,2
1890,5,10,0,0,200,Running,FALSE,Alsco Uniforms 300,Jeb Burton,Our Motorsports,2
1891,25,11,0,0,200,Running,FALSE,Alsco Uniforms 300,Brandon Brown,Brandonbilt Motorsports,2
1892,0,0,0,0,0,,FALSE,Alsco Uniforms 300,Andy Lally,,2
1893,3,2,74,8,200,Running,FALSE,Alsco Uniforms 300,Daniel Hemric,Kaulig Racing,2
1894,11,38,0,0,73,Accident,FALSE,Alsco Uniforms 300,Ryan Sieg,RSS Racing,2
1895,31,39,0,0,72,Electrical,FALSE,Alsco Uniforms 300,Matt Mills,BJ McLeod Motorsports,2
1896,18,37,0,0,100,Engine,FALSE,Alsco Uniforms 300,Timmy Hill,,2
1897,0,0,0,0,0,,FALSE,Alsco Uniforms 300,Dillon Bassett,,2
1898,26,30,0,0,125,Accident,FALSE,New Holland 250,Mason Massey,DGM Racing,2
1899,5,6,9,3,139,Running,FALSE,New Holland 250,Justin Allgaier,JR Motorsports,2
1900,32,38,0,0,37,DVP,FALSE,New Holland 250,Joe Graf Jr.,SS Green Light Racing,2
1901,30,23,0,0,137,Running,FALSE,New Holland 250,Jeffrey Earnhardt,JD Motorsports,2
1902,19,9,0,0,139,Running,FALSE,New Holland 250,Jade Buford,Big Machine Racing,2
1903,22,16,0,0,138,Running,FALSE,New Holland 250,Tyler Reddick,Richard Childress Racing,2
1904,1,37,12,1,41,DVP,FALSE,New Holland 250,Austin Cindric,Team Penske,2
1905,4,3,0,0,139,Running,FALSE,New Holland 250,Noah Gragson,JR Motorsports,2
1906,2,1,70,4,139,Running,FALSE,New Holland 250,AJ Allmendinger,Kaulig Racing,2
1907,24,2,0,0,139,Running,FALSE,New Holland 250,Brandon Jones,Joe Gibbs Racing,2
1908,6,5,0,0,139,Running,FALSE,New Holland 250,Harrison Burton,Wood Brothers Racing,2
1909,38,25,0,0,137,Running,FALSE,New Holland 250,Colby Howard,McAnally-Hilgemann Racing ,2
1910,15,26,0,0,137,Running,FALSE,New Holland 250,Landon Cassill,Kaulig Racing,2
1911,29,20,0,0,138,Running,FALSE,New Holland 250,Colin Garrett,,2
1912,8,7,0,0,139,Running,FALSE,New Holland 250,Riley Herbst,Stewart-Haas Racing,2
1913,21,24,0,0,137,Running,FALSE,New Holland 250,Kyle Weatherman,,2
1914,31,15,0,0,138,Running,FALSE,New Holland 250,Jordan Anderson,Jordan Anderson Racing,2
1915,39,34,0,0,103,Accident,FALSE,New Holland 250,Bayley Currey,JD Motorsports,2
1916,37,22,0,0,137,Running,FALSE,New Holland 250,David Starr,JD Motorsports,2
1917,17,4,24,2,139,Running,FALSE,New Holland 250,Josh Berry,JR Motorsports,2
1918,3,17,0,0,138,Running,FALSE,New Holland 250,Justin Haley,Kaulig Racing,2
1919,14,18,0,0,138,Running,FALSE,New Holland 250,Josh Williams,B.J. McLeod Motorsports,2
1920,40,27,0,0,137,Running,FALSE,New Holland 250,Gray Gaulding,Means Motorsports,2
1921,20,8,0,0,139,Running,FALSE,New Holland 250,Brett Moffitt,Our Motorsports,2
1922,11,11,0,0,139,Running,FALSE,New Holland 250,Jeremy Clements,Jeremy Clements Racing,2
1923,9,36,0,0,45,DVP,FALSE,New Holland 250,Myatt Snider,Jordan Anderson Racing,2
1924,18,19,0,0,138,Running,FALSE,New Holland 250,Tommy Joe Martins,Alpha Prime Racing,2
1925,33,32,0,0,120,Accident,FALSE,New Holland 250,Jesse Little,Young's Motorsports,2
1926,23,12,0,0,139,Running,FALSE,New Holland 250,Ryan Sieg,RSS Racing,2
1927,16,33,0,0,114,Running,FALSE,New Holland 250,Sam Mayer,JR Motorsports,2
1928,13,31,0,0,123,Running,FALSE,New Holland 250,Alex Labbe,DGM Racing,2
1929,7,39,0,0,36,Accident,FALSE,New Holland 250,Daniel Hemric,Kaulig Racing,2
1930,28,28,0,0,136,Running,FALSE,New Holland 250,Carson Ware,,2
1931,25,40,0,0,35,Accident,FALSE,New Holland 250,Brandon Brown,Brandonbilt Motorsports,2
1932,36,10,0,0,139,Running,FALSE,New Holland 250,Bubba Wallace,23XI Racing,2
1933,27,14,0,0,139,Running,FALSE,New Holland 250,Matt Mills,BJ McLeod Motorsports,2
1934,12,29,23,2,135,Running,FALSE,New Holland 250,Jeb Burton,Our Motorsports,2
1935,10,13,1,1,139,Running,FALSE,New Holland 250,Ty Gibbs,Joe Gibbs Racing,2
1936,35,21,0,0,138,Running,FALSE,New Holland 250,Ryan Vargas,JD Motorsports,2
1937,34,35,0,0,45,DVP,FALSE,New Holland 250,Caesar Bacarella,,2
1938,0,0,0,0,0,,FALSE,New Holland 250,Timmy Hill,,2
1939,5,9,0,0,100,Running,FALSE,Wawa 250,Harrison Burton,Wood Brothers Racing,2
1940,14,39,0,0,27,Accident,FALSE,Wawa 250,Austin Cindric,Team Penske,2
1941,30,25,0,0,100,Running,FALSE,Wawa 250,Mason Massey,DGM Racing,2
1942,12,18,0,0,100,Running,FALSE,Wawa 250,Tommy Joe Martins,Alpha Prime Racing,2
1943,19,30,0,0,100,Running,FALSE,Wawa 250,Michael Annett,JR Motorsports,2
1944,13,4,8,1,100,Running,FALSE,Wawa 250,Jeb Burton,Our Motorsports,2
1945,0,0,0,0,0,,FALSE,Wawa 250,Timmy Hill,,2
1946,31,34,9,3,97,Running,FALSE,Wawa 250,Brandon Brown,Brandonbilt Motorsports,2
1947,21,5,0,0,100,Running,FALSE,Wawa 250,Daniel Hemric,Kaulig Racing,2
1948,22,12,1,1,100,Running,FALSE,Wawa 250,Sam Mayer,JR Motorsports,2
1949,24,27,0,0,100,Running,FALSE,Wawa 250,Ryan Vargas,JD Motorsports,2
1950,39,35,0,0,88,Accident,FALSE,Wawa 250,Joe Graf Jr.,SS Green Light Racing,2
1951,11,16,0,0,100,Running,FALSE,Wawa 250,Ryan Sieg,RSS Racing,2
1952,16,33,0,0,98,Running,FALSE,Wawa 250,Matt Mills,BJ McLeod Motorsports,2
1953,26,21,0,0,100,Running,FALSE,Wawa 250,Landon Cassill,Kaulig Racing,2
1954,10,28,0,0,100,Running,FALSE,Wawa 250,Jade Buford,Big Machine Racing,2
1955,27,20,0,0,100,Running,FALSE,Wawa 250,Jeffrey Earnhardt,JD Motorsports,2
1956,40,29,0,0,100,Running,FALSE,Wawa 250,Tim Viens,CMI Motorsports,2
1957,28,32,0,0,98,Running,FALSE,Wawa 250,Kyle Weatherman,,2
1958,3,40,0,0,17,Engine,FALSE,Wawa 250,Brandon Jones,Joe Gibbs Racing,2
1959,15,6,23,2,100,Running,FALSE,Wawa 250,Christopher Bell,Joe Gibbs Racing,2
1960,33,26,0,0,100,Running,FALSE,Wawa 250,Colby Howard,McAnally-Hilgemann Racing ,2
1961,34,13,0,0,100,Running,FALSE,Wawa 250,J.J. Yeley,Rick Ware Racing,2
1962,4,3,0,0,100,Running,FALSE,Wawa 250,Justin Allgaier,JR Motorsports,2
1963,6,10,9,1,100,Running,FALSE,Wawa 250,Riley Herbst,Stewart-Haas Racing,2
1964,20,37,0,0,71,Accident,FALSE,Wawa 250,Colin Garrett,,2
1965,37,19,0,0,100,Running,FALSE,Wawa 250,Chase Briscoe,Stewart-Haas Racing,2
1966,2,7,16,3,100,Running,FALSE,Wawa 250,Noah Gragson,JR Motorsports,2
1967,7,11,0,0,100,Running,FALSE,Wawa 250,Brett Moffitt,Our Motorsports,2
1968,38,38,0,0,71,Engine,FALSE,Wawa 250,Spencer Boyd,Young's Motorsports,2
1969,9,1,5,2,100,Running,FALSE,Wawa 250,Justin Haley,Kaulig Racing,2
1970,36,36,0,0,82,Accident,FALSE,Wawa 250,Caesar Bacarella,,2
1971,29,23,0,0,100,Running,FALSE,Wawa 250,Blaine Perkins,CR7 Motorsports,2
1972,8,24,0,0,100,Running,FALSE,Wawa 250,Jeremy Clements,Jeremy Clements Racing,2
1973,0,0,0,0,0,,FALSE,Wawa 250,Dillon Bassett,,2
1974,23,8,0,0,100,Running,FALSE,Wawa 250,Myatt Snider,Jordan Anderson Racing,2
1975,17,17,0,0,100,Running,FALSE,Wawa 250,Josh Williams,B.J. McLeod Motorsports,2
1976,35,15,0,0,100,Running,FALSE,Wawa 250,Jason White,,2
1977,1,2,29,5,100,Running,FALSE,Wawa 250,AJ Allmendinger,Kaulig Racing,2
1978,32,14,0,0,100,Running,FALSE,Wawa 250,David Starr,JD Motorsports,2
1979,18,22,0,0,100,Running,FALSE,Wawa 250,Jordan Anderson,Jordan Anderson Racing,2
1980,25,31,0,0,100,Running,FALSE,Wawa 250,Alex Labbe,DGM Racing,2
1981,0,0,0,0,0,,FALSE,Sparks 300 at Talladega,Timmy Hill,,2
1982,33,17,0,0,107,Running,FALSE,Sparks 300 at Talladega,Santino Ferrucci,,2
1983,27,35,4,1,88,Accident,FALSE,Sparks 300 at Talladega,Mason Massey,DGM Racing,2
1984,3,9,3,2,107,Running,FALSE,Sparks 300 at Talladega,Josh Berry,JR Motorsports,2
